ID,Name,Species,Age,Category
CVCL_6299,T238,Homo sapiens,74Y,Cancer cell line
CVCL_0554,T24,Homo sapiens,82Y,Cancer cell line
CVCL_M975,T241,Homo sapiens,72Y,Cancer cell line
CVCL_M976,T243,Homo sapiens,67Y,Cancer cell line
CVCL_M977,T351,Homo sapiens,58Y,Cancer cell line
CVCL_0555,T84,Homo sapiens,72Y,Cancer cell line
CVCL_0556,T98G,Homo sapiens,61Y,Cancer cell line
CVCL_3176,Takigawa,Homo sapiens,63Y,Cancer cell line
CVCL_F531,TC-106,Homo sapiens,19Y,Cancer cell line
CVCL_4Z30,TC-138,Homo sapiens,,Cancer cell line
CVCL_4Z31,TC-205,Homo sapiens,,Cancer cell line
CVCL_S867,TC-212,Homo sapiens,16Y,Cancer cell line
CVCL_4Z32,TC-215,Homo sapiens,,Cancer cell line
CVCL_4Z33,TC-240,Homo sapiens,,Cancer cell line
CVCL_4Z34,TC-244,Homo sapiens,,Cancer cell line
CVCL_4Z35,TC-248,Homo sapiens,,Cancer cell line
CVCL_4Z36,TC-249,Homo sapiens,,Cancer cell line
CVCL_7150,TC-253,Homo sapiens,25Y,Cancer cell line
CVCL_7151,TC-32,Homo sapiens,2Y7M,Cancer cell line
CVCL_4Z37,TC-4C,Homo sapiens,,Cancer cell line
CVCL_2213,TC-71,Homo sapiens,22Y,Cancer cell line
CVCL_S881,TC7,Homo sapiens,,Cancer cell line
CVCL_S882,TC71,Homo sapiens,,Cancer cell line
CVCL_6851,Tca8113,Homo sapiens,30Y6M,Cancer cell line
CVCL_3178,TCC-PAN2,Homo sapiens,68Y,Cancer cell line
CVCL_M839,TCO-1 [Human thyroid carcinoma],Homo sapiens,Age unspecified,Cancer cell line
CVCL_1756,TE 671,Homo sapiens,7Y,Cancer cell line
CVCL_2731,TE 671 Subline No.2,Homo sapiens,7Y,Cancer cell line
CVCL_1759,TE-1,Homo sapiens,,Cancer cell line
CVCL_0559,TF-1,Homo sapiens,35Y,Cancer cell line
CVCL_AS73,TH202,Homo sapiens,,Cancer cell line
CVCL_W920,THJ-16T,Homo sapiens,Age unspecified,Cancer cell line
CVCL_W921,THJ-21T,Homo sapiens,71Y,Cancer cell line
CVCL_W922,THJ-29T,Homo sapiens,Age unspecified,Cancer cell line
CVCL_RP39,THJ529,Homo sapiens,45Y,Cancer cell line
CVCL_RP40,THJ560,Homo sapiens,49Y,Cancer cell line
CVCL_0006,THP-1,Homo sapiens,1Y,Cancer cell line
CVCL_9V38,Thr.C1-PI 33,Homo sapiens,55Y,Cancer cell line
CVCL_6975,TJ905,Homo sapiens,,Cancer cell line
CVCL_1773,TK-10,Homo sapiens,43Y,Cancer cell line
CVCL_0561,TK6,Homo sapiens,5Y,Transformed cell line
CVCL_3611,Toledo,Homo sapiens,Adult,Cancer cell line
CVCL_3612,TOV-112D,Homo sapiens,42Y,Cancer cell line
CVCL_3613,TOV-21G,Homo sapiens,62Y,Cancer cell line
CVCL_6298,TPC-1,Homo sapiens,Adult,Cancer cell line
CVCL_IU63,TR-LCC-1,Homo sapiens,43Y,Cancer cell line
CVCL_UG54,TRI13-iPS-C1,Homo sapiens,1D,Induced pluripotent stem cell
CVCL_JE74,TS ViPSC,Homo sapiens,Fetus,Induced pluripotent stem cell
CVCL_1774,TT,Homo sapiens,77Y,Cancer cell line
CVCL_2218,TT2609-C02,Homo sapiens,57Y,Cancer cell line
CVCL_6297,TTA-1,Homo sapiens,64Y,Cancer cell line
CVCL_AQ33,TTC-1318,Homo sapiens,,Cancer cell line
CVCL_B255,TTC-442,Homo sapiens,Age unspecified,Cancer cell line
CVCL_8004,TTC-516,Homo sapiens,Age unspecified,Cancer cell line
CVCL_7152,TTC-547,Homo sapiens,13Y,Cancer cell line
CVCL_LF70,TUSMi001-A,Homo sapiens,59Y,Induced pluripotent stem cell
CVCL_LF71,TUSMi002-A,Homo sapiens,65Y,Induced pluripotent stem cell
CVCL_VE35,TUSMi003-A,Homo sapiens,62Y,Induced pluripotent stem cell
CVCL_VN40,TUSMi006-A,Homo sapiens,87Y,Induced pluripotent stem cell
CVCL_UJ67,TUSMi007-A,Homo sapiens,83Y,Induced pluripotent stem cell
CVCL_RP84,TVGH-iPSC-010-09,Homo sapiens,61Y,Induced pluripotent stem cell
CVCL_1776,TYK-nu,Homo sapiens,38Y,Cancer cell line
CVCL_5903,U-105MG,Homo sapiens,62Y,Cancer cell line
CVCL_GR52,U-1073MG,Homo sapiens,,Cancer cell line
CVCL_GR53,U-1176MG,Homo sapiens,,Cancer cell line
CVCL_0633,U-118MG,Homo sapiens,47Y,Cancer cell line
CVCL_5G55,U-1231MG,Homo sapiens,,Cancer cell line
CVCL_5G54,U-1240MG,Homo sapiens,,Cancer cell line
CVCL_F841,U-1242MG,Homo sapiens,,Cancer cell line
CVCL_0020,U-138MG,Homo sapiens,47Y,Cancer cell line
CVCL_A758,U-178MG,Homo sapiens,56Y,Cancer cell line
CVCL_5G61,U-1796MG,Homo sapiens,,Cancer cell line
CVCL_0021,U-251MG,Homo sapiens,75Y,Cancer cell line
CVCL_S471,U-343MG,Homo sapiens,54Y,Cancer cell line
CVCL_4773,U-343MGa,Homo sapiens,54Y,Cancer cell line
CVCL_5G60,U-372MG,Homo sapiens,,Cancer cell line
CVCL_2219,U-373MG ATCC,Homo sapiens,75Y,Cancer cell line
CVCL_2818,U-373MG Uppsala,Homo sapiens,,Cancer cell line
CVCL_1E96,U-399MG,Homo sapiens,,Cancer cell line
CVCL_W020,U-410MG,Homo sapiens,42Y,Cancer cell line
CVCL_1E99,U-539MG,Homo sapiens,,Cancer cell line
CVCL_A757,U-563MG,Homo sapiens,,Cancer cell line
CVCL_0017,U-698-M,Homo sapiens,7Y,Cancer cell line
CVCL_5G70,U-706MG,Homo sapiens,,Cancer cell line
CVCL_0022,U-87MG ATCC,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0007,U-937,Homo sapiens,37Y,Cancer cell line
CVCL_4988,U-CH1,Homo sapiens,56Y,Cancer cell line
CVCL_1D66,U-CH10,Homo sapiens,75Y,Cancer cell line
CVCL_IR27,U-CH12,Homo sapiens,83Y,Cancer cell line
CVCL_4989,U-CH2,Homo sapiens,72Y,Cancer cell line
CVCL_IR25,U-CH3,Homo sapiens,65Y,Cancer cell line
CVCL_IR26,U-CH6,Homo sapiens,56Y,Cancer cell line
CVCL_IR23,U-CH7,Homo sapiens,67Y,Cancer cell line
CVCL_V336,U2-OS-Luc Tet-On,Homo sapiens,15Y,Cancer cell line
CVCL_0566,U266B1,Homo sapiens,53Y,Cancer cell line
CVCL_0042,U2OS,Homo sapiens,15Y,Cancer cell line
CVCL_IR57,U3004MG,Homo sapiens,70Y,Cancer cell line
CVCL_IR59,U3008MG,Homo sapiens,64Y,Cancer cell line
CVCL_IR60,U3009MG,Homo sapiens,60Y,Cancer cell line
CVCL_IR61,U3013MG,Homo sapiens,78Y,Cancer cell line
CVCL_IR63,U3017MG,Homo sapiens,68Y,Cancer cell line
CVCL_IR66,U3021MG,Homo sapiens,50Y,Cancer cell line
CVCL_IR67,U3024MG,Homo sapiens,73Y,Cancer cell line
CVCL_IR68,U3027MG,Homo sapiens,44Y,Cancer cell line
CVCL_IR70,U3029MG,Homo sapiens,70Y,Cancer cell line
CVCL_IR71,U3031MG,Homo sapiens,65Y,Cancer cell line
CVCL_IR72,U3033MG,Homo sapiens,58Y,Cancer cell line
CVCL_IR73,U3034MG,Homo sapiens,73Y,Cancer cell line
CVCL_IR74,U3035MG,Homo sapiens,55Y,Cancer cell line
CVCL_IR75,U3037MG,Homo sapiens,60Y,Cancer cell line
CVCL_IR76,U3039MG,Homo sapiens,38Y,Cancer cell line
CVCL_IR77,U3042MG,Homo sapiens,67Y,Cancer cell line
CVCL_IR78,U3046MG,Homo sapiens,73Y,Cancer cell line
CVCL_IR79,U3047MG,Homo sapiens,66Y,Cancer cell line
CVCL_IR80,U3048MG,Homo sapiens,77Y,Cancer cell line
CVCL_IR82,U3053MG,Homo sapiens,64Y,Cancer cell line
CVCL_IR83,U3054MG,Homo sapiens,60Y,Cancer cell line
CVCL_IR87,U3065MG,Homo sapiens,77Y,Cancer cell line
CVCL_IR88,U3067MG,Homo sapiens,67Y,Cancer cell line
CVCL_IR90,U3071MG,Homo sapiens,65Y,Cancer cell line
CVCL_IR91,U3073MG,Homo sapiens,71Y,Cancer cell line
CVCL_IR92,U3078MG,Homo sapiens,51Y,Cancer cell line
CVCL_IR93,U3082MG,Homo sapiens,70Y,Cancer cell line
CVCL_IR94,U3084MG,Homo sapiens,72Y,Cancer cell line
CVCL_IR95,U3085MG,Homo sapiens,68Y,Cancer cell line
CVCL_IR96,U3086MG,Homo sapiens,72Y,Cancer cell line
CVCL_IR97,U3088MG,Homo sapiens,67Y,Cancer cell line
CVCL_1779,UACC-257,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1780,UACC-62,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1781,UACC-812,Homo sapiens,43Y,Cancer cell line
CVCL_1782,UACC-893,Homo sapiens,57Y,Cancer cell line
CVCL_GY10,UCDK9B1,Homo sapiens,14Y,Cancer cell line
CVCL_GY11,UCDK9B2,Homo sapiens,14Y,Cancer cell line
CVCL_GY12,UCDK9B3,Homo sapiens,14Y,Cancer cell line
CVCL_GY13,UCDK9B4,Homo sapiens,14Y,Cancer cell line
CVCL_GY14,UCDK9B5,Homo sapiens,14Y,Cancer cell line
CVCL_M009,UCSD-242L,Homo sapiens,,Cancer cell line
CVCL_E325,UD-SCC-2,Homo sapiens,58Y,Cancer cell line
CVCL_WL56,UM,Homo sapiens,,Finite cell line
CVCL_1D68,UM-Chor1,Homo sapiens,64Y,Cancer cell line
CVCL_Y471,UM-HMC-3A,Homo sapiens,73Y,Cancer cell line
CVCL_Y472,UM-HMC-3B,Homo sapiens,73Y,Cancer cell line
CVCL_2741,UM-RC-6,Homo sapiens,Age unspecified,Cancer cell line
CVCL_2742,UM-RC-7,Homo sapiens,Age unspecified,Cancer cell line
CVCL_7707,UM-SCC-1,Homo sapiens,72Y,Cancer cell line
CVCL_7712,UM-SCC-104,Homo sapiens,56Y,Cancer cell line
CVCL_7713,UM-SCC-10A,Homo sapiens,57Y,Cancer cell line
CVCL_7714,UM-SCC-10B,Homo sapiens,58Y,Cancer cell line
CVCL_7715,UM-SCC-11A,Homo sapiens,64Y,Cancer cell line
CVCL_7716,UM-SCC-11B,Homo sapiens,64Y,Cancer cell line
CVCL_7720,UM-SCC-14B,Homo sapiens,64Y,Cancer cell line
CVCL_7721,UM-SCC-14C,Homo sapiens,64Y,Cancer cell line
CVCL_7724,UM-SCC-17A,Homo sapiens,48Y,Cancer cell line
CVCL_7725,UM-SCC-17B,Homo sapiens,48Y,Cancer cell line
CVCL_7727,UM-SCC-19,Homo sapiens,66Y,Cancer cell line
CVCL_7731,UM-SCC-22A,Homo sapiens,59Y,Cancer cell line
CVCL_7732,UM-SCC-22B,Homo sapiens,59Y,Cancer cell line
CVCL_7735,UM-SCC-25,Homo sapiens,50Y,Cancer cell line
CVCL_7740,UM-SCC-3,Homo sapiens,73Y,Cancer cell line
CVCL_7744,UM-SCC-33,Homo sapiens,47Y,Cancer cell line
CVCL_7751,UM-SCC-4,Homo sapiens,48Y,Cancer cell line
CVCL_7759,UM-SCC-47,Homo sapiens,53Y,Cancer cell line
CVCL_7773,UM-SCC-6,Homo sapiens,32Y,Cancer cell line
CVCL_2743,UM-UC-1,Homo sapiens,26Y,Cancer cell line
CVCL_1783,UM-UC-3,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1784,UMC-11,Homo sapiens,Age unspecified,Cancer cell line
CVCL_QX79,UNIBSi001-A,Homo sapiens,35Y,Induced pluripotent stem cell
CVCL_1911,UO-31,Homo sapiens,Age unspecified,Cancer cell line
CVCL_LC28,UOK276,Homo sapiens,45Y,Cancer cell line
CVCL_VF27,UOWi001-A,Homo sapiens,56Y,Induced pluripotent stem cell
CVCL_UD75,UP-ALL13,Homo sapiens,5Y,Cancer cell line
CVCL_1899,UPCI-SCC-090,Homo sapiens,46Y,Cancer cell line
CVCL_VP41,USM-BC-1,Homo sapiens,70Y,Cancer cell line
CVCL_2233,UT-7,Homo sapiens,64Y,Cancer cell line
CVCL_VJ96,UT14,Homo sapiens,69Y,Cancer cell line
CVCL_VJ97,UT16,Homo sapiens,54Y,Cancer cell line
CVCL_VJ98,UT33a,Homo sapiens,65Y,Cancer cell line
CVCL_VJ99,UT44,Homo sapiens,,Cancer cell line
CVCL_VK00,UT48,Homo sapiens,57Y,Cancer cell line
CVCL_VK01,UT56,Homo sapiens,66Y,Cancer cell line
CVCL_VK02,UT62a,Homo sapiens,,Cancer cell line
CVCL_E033,UtE-iPS-11,Homo sapiens,,Induced pluripotent stem cell
CVCL_E036,UtE-iPS-4,Homo sapiens,,Induced pluripotent stem cell
CVCL_E038,UtE-iPS-6,Homo sapiens,,Induced pluripotent stem cell
CVCL_E039,UtE-iPS-7,Homo sapiens,,Induced pluripotent stem cell
CVCL_D693,UtE1104,Homo sapiens,,Finite cell line
CVCL_B079,UWB1.289,Homo sapiens,56Y,Cancer cell line
CVCL_B078,UWB1.289+BRCA1,Homo sapiens,56Y,Cancer cell line
CVCL_2235,VCaP,Homo sapiens,59Y,Cancer cell line
CVCL_1787,VMRC-LCD,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1790,VMRC-RCW,Homo sapiens,Age unspecified,Cancer cell line
CVCL_2754,VP229,Homo sapiens,47Y,Cancer cell line
CVCL_2755,VP267,Homo sapiens,48Y,Cancer cell line
CVCL_2756,VP303,Homo sapiens,69Y,Cancer cell line
CVCL_L895,VU-SCC-147,Homo sapiens,58Y,Cancer cell line
CVCL_9771,WA01,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_9773,WA09,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_GQ06,WA09 MIXL1-2A-eGFP,Homo sapiens,Blastocyst stage,Induced pluripotent stem cell
CVCL_9775,WA14,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_VE15,WAe001-A-10,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_VE16,WAe001-A-11,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_LI07,WAe001-A-12,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_RL77,WAe001-A-13,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_VE33,WAe001-A-14,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_VF26,WAe001-A-15,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_RL89,WAe001-A-16,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_VF82,WAe001-A-19,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_UD91,WAe001-A-20,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_QY75,WAe001-A-4,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_QY76,WAe001-A-5,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_QY77,WAe001-A-7,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_QY78,WAe001-A-8,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_QY79,WAe001-A-9,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_VE22,WAe009-A-4,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_DQ84,WAe009-A-5,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_DQ83,WAe009-A-6,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_VE23,WAe009-A-7,Homo sapiens,Blastocyst stage,Embryonic stem cell
CVCL_5J50,Walvax-2,Homo sapiens,3FM,Finite cell line
CVCL_2759,WI-38 VA13 subline 2RA,Homo sapiens,16FW,Transformed cell line
CVCL_2760,WiDr,Homo sapiens,44Y,Cancer cell line
CVCL_VF52,WISCi007-A,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_VF53,WISCi007-B,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_VF54,WISCi007-C,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_VF55,WISCi008-A,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_VF56,WISCi008-B,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_VF57,WISCi008-C,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_VF58,WISCi009-A,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_VF59,WISCi009-B,Homo sapiens,<1M,Induced pluripotent stem cell
CVCL_AP84,WM1026,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0040,WM115,Homo sapiens,55Y,Cancer cell line
CVCL_6785,WM1158,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6786,WM1232,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6787,WM1341D,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6788,WM1361A,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6789,WM1366,Homo sapiens,79Y,Cancer cell line
CVCL_6472,WM1552C,Homo sapiens,72Y,Cancer cell line
CVCL_7928,WM164,Homo sapiens,22Y,Cancer cell line
CVCL_L033,WM165-1,Homo sapiens,55Y,Cancer cell line
CVCL_AP82,WM1716,Homo sapiens,Age unspecified,Cancer cell line
CVCL_A339,WM1727A,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6792,WM1789,Homo sapiens,58Y,Cancer cell line
CVCL_6793,WM1791C,Homo sapiens,Age unspecified,Cancer cell line
CVCL_A341,WM1799,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0B65,WM1819,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0L86,WM1852,Homo sapiens,Age unspecified,Cancer cell line
CVCL_C268,WM1862,Homo sapiens,Age unspecified,Cancer cell line
CVCL_AP76,WM1960,Homo sapiens,55Y,Cancer cell line
CVCL_0B66,WM1963,Homo sapiens,56Y,Cancer cell line
CVCL_0B67,WM1985,Homo sapiens,Age unspecified,Cancer cell line
CVCL_AP77,WM2013,Homo sapiens,55Y,Cancer cell line
CVCL_0B68,WM2032,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0B69,WM2044,Homo sapiens,Age unspecified,Cancer cell line
CVCL_C269,WM209,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0B70,WM2090,Homo sapiens,Age unspecified,Cancer cell line
CVCL_AP85,WM262,Homo sapiens,Age unspecified,Cancer cell line
CVCL_2765,WM266-4,Homo sapiens,55Y,Cancer cell line
CVCL_6473,WM278,Homo sapiens,62Y,Cancer cell line
CVCL_AP86,WM3000,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6796,WM3060,Homo sapiens,55Y,Cancer cell line
CVCL_6797,WM3211,Homo sapiens,34Y,Cancer cell line
CVCL_AP88,WM3246,Homo sapiens,Age unspecified,Cancer cell line
CVCL_L031,WM3268,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0B71,WM3282,Homo sapiens,Age unspecified,Cancer cell line
CVCL_AP89,WM3301,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0B72,WM3311,Homo sapiens,34Y,Cancer cell line
CVCL_AP90,WM3406,Homo sapiens,Age unspecified,Cancer cell line
CVCL_C272,WM3438,Homo sapiens,Age unspecified,Cancer cell line
CVCL_C273,WM3451,Homo sapiens,Age unspecified,Cancer cell line
CVCL_AP91,WM3456,Homo sapiens,Age unspecified,Cancer cell line
CVCL_AP92,WM3482,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0580,WM35,Homo sapiens,24Y,Cancer cell line
CVCL_AP93,WM3506,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0B73,WM3533,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0B74,WM3618F,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0B75,WM3619,Homo sapiens,Age unspecified,Cancer cell line
CVCL_AP95,WM3622,Homo sapiens,Age unspecified,Cancer cell line
CVCL_C275,WM3629,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0B76,WM3630,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6799,WM3670,Homo sapiens,Age unspecified,Cancer cell line
CVCL_C276,WM3681,Homo sapiens,Age unspecified,Cancer cell line
CVCL_AP78,WM3682,Homo sapiens,58Y,Cancer cell line
CVCL_0B77,WM3702,Homo sapiens,58Y,Cancer cell line
CVCL_0B78,WM3704,Homo sapiens,Age unspecified,Cancer cell line
CVCL_C277,WM373,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0B79,WM3743,Homo sapiens,Age unspecified,Cancer cell line
CVCL_AP80,WM3749,Homo sapiens,54Y,Cancer cell line
CVCL_0B80,WM3755,Homo sapiens,Age unspecified,Cancer cell line
CVCL_AP79,WM3758,Homo sapiens,58Y,Cancer cell line
CVCL_0B81,WM3772F,Homo sapiens,Age unspecified,Cancer cell line
CVCL_0B82,WM3792,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6801,WM3854,Homo sapiens,64Y,Cancer cell line
CVCL_2240,WM39,Homo sapiens,Age unspecified,Cancer cell line
CVCL_C278,WM3912,Homo sapiens,Age unspecified,Cancer cell line
CVCL_C279,WM3918,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6802,WM3928,Homo sapiens,Age unspecified,Cancer cell line
CVCL_L032,WM4002,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6803,WM46,Homo sapiens,43Y,Cancer cell line
CVCL_6995,WM51,Homo sapiens,Age unspecified,Cancer cell line
CVCL_8787,WM793,Homo sapiens,37Y,Cancer cell line
CVCL_C281,WM8,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6804,WM852,Homo sapiens,63Y,Cancer cell line
CVCL_C282,WM853-2,Homo sapiens,71Y,Cancer cell line
CVCL_C283,WM858,Homo sapiens,48Y,Cancer cell line
CVCL_C284,WM873-1,Homo sapiens,48Y,Cancer cell line
CVCL_C285,WM873-2,Homo sapiens,48Y,Cancer cell line
CVCL_6805,WM88,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6806,WM9,Homo sapiens,Age unspecified,Cancer cell line
CVCL_6808,WM983A,Homo sapiens,54Y,Cancer cell line
CVCL_A338,WM983C,Homo sapiens,54Y,Cancer cell line
CVCL_6211,WS1-CLS,Homo sapiens,36Y,Cancer cell line
CVCL_1902,WSU-DLCL2,Homo sapiens,41Y,Cancer cell line
CVCL_1903,WSU-FSCCL,Homo sapiens,37Y,Cancer cell line
CVCL_5518,WSU-HN12,Homo sapiens,Age unspecified,Cancer cell line
CVCL_5519,WSU-HN13,Homo sapiens,Age unspecified,Cancer cell line
CVCL_5525,WSU-HN30,Homo sapiens,Age unspecified,Cancer cell line
CVCL_5516,WSU-HN6,Homo sapiens,Age unspecified,Cancer cell line
CVCL_5517,WSU-HN8,Homo sapiens,Age unspecified,Cancer cell line
CVCL_1793,WSU-NHL,Homo sapiens,48Y,Cancer cell line
CVCL_5904,WT-CLS1,Homo sapiens,5Y,Cancer cell line
CVCL_1893,Y-79,Homo sapiens,2Y6M,Cancer cell line
CVCL_1794,YAPC,Homo sapiens,43Y,Cancer cell line
CVCL_8018,YCU-L891,Homo sapiens,,Cancer cell line
CVCL_8019,YCU-M862,Homo sapiens,52Y,Cancer cell line
CVCL_8020,YCU-M911,Homo sapiens,,Cancer cell line
CVCL_8021,YCU-MS861,Homo sapiens,51Y,Cancer cell line
CVCL_8022,YCU-OR891,Homo sapiens,74Y,Cancer cell line
CVCL_8023,YCU-T891,Homo sapiens,,Cancer cell line
CVCL_8024,YCU-T892,Homo sapiens,59Y,Cancer cell line
CVCL_8929,YD-10B,Homo sapiens,67Y,Cancer cell line
CVCL_8930,YD-15,Homo sapiens,39Y,Cancer cell line
CVCL_L078,YD-15M,Homo sapiens,39Y,Cancer cell line
CVCL_L081,YD-17,Homo sapiens,66Y,Cancer cell line
CVCL_L082,YD-17M,Homo sapiens,66Y,Cancer cell line
CVCL_L083,YD-38,Homo sapiens,67Y,Cancer cell line
CVCL_L079,YD-8,Homo sapiens,46Y,Cancer cell line
CVCL_L080,YD-9,Homo sapiens,56Y,Cancer cell line
CVCL_AP55,YM-1,Homo sapiens,59Y,Cancer cell line
CVCL_QY96,YUSEVi005-A,Homo sapiens,34Y,Induced pluripotent stem cell
CVCL_QY97,YUSEVi006-A,Homo sapiens,43Y,Induced pluripotent stem cell
CVCL_B077,Z-138,Homo sapiens,70Y,Cancer cell line
CVCL_VT79,ZEC-014,Homo sapiens,54Y,Cancer cell line
CVCL_VT80,ZEC-043,Homo sapiens,62Y,Cancer cell line
CVCL_VT81,ZEC-056,Homo sapiens,63Y,Cancer cell line
CVCL_VT82,ZEC-061,Homo sapiens,65Y,Cancer cell line
CVCL_VT83,ZEC-118,Homo sapiens,57Y,Cancer cell line
CVCL_VT84,ZEC-127,Homo sapiens,68Y,Cancer cell line
CVCL_VT85,ZEC-134,Homo sapiens,54Y,Cancer cell line
CVCL_VT86,ZEC-145,Homo sapiens,66Y,Cancer cell line
CVCL_VT87,ZEC-157,Homo sapiens,60Y,Cancer cell line
CVCL_VT88,ZEC-166,Homo sapiens,67Y,Cancer cell line
CVCL_VT89,ZEC-219,Homo sapiens,60Y,Cancer cell line
CVCL_AS49,Zeng01i-iPSH9,Homo sapiens,Blastocyst stage,Induced pluripotent stem cell
CVCL_AS50,Zeng02i-iPSH14,Homo sapiens,Blastocyst stage,Induced pluripotent stem cell
CVCL_0588,ZR-75-1,Homo sapiens,63Y,Cancer cell line
CVCL_1661,ZR-75-30,Homo sapiens,47Y,Cancer cell line
CVCL_VQ67,ZZUi008-A,Homo sapiens,13FW,Induced pluripotent stem cell
